each_cy,pingyin,input_index,output_index
心满意惬,"['xin', 'man', 'yi', 'qie']",80,9
心惬意满,"['xin', 'qie', 'yi', 'man']",80,8
心烦意闷,"['xin', 'fan', 'yi', 'men']",80,7
心平德和,"['xin', 'ping', 'de', 'he']",80,13
心平气舒,"['xin', 'ping', 'qi', 'shu']",80,30
业业兢兢,"['ye', 'ye', 'jing', 'jing']",14,48
心烦意躁,"['xin', 'fan', 'yi', 'zao']",80,4
心安理当,"['xin', 'an', 'li', 'dang']",80,12
浪静风平,"['lang', 'jing', 'feng', 'ping']",11,22
心灵福至,"['xin', 'ling', 'fu', 'zhi']",80,66
活虎生龙,"['huo', 'hu', 'sheng', 'long']",32,7
心非口是,"['xin', 'fei', 'kou', 'shi']",80,99
心移神旷,"['xin', 'yi', 'shen', 'kuang']",80,1
试牛刀,"['shi', 'niu', 'dao']",144,23
壮气横秋,"['zhuang', 'qi', 'heng', 'qiu']",11,13
连宵达旦,"['lian', 'xiao', 'da', 'dan']",12,23
为山止篑,"['wei', 'shan', 'zhi', 'kui']",51,3
连城之价,"['lian', 'cheng', 'zhi', 'jia']",12,20
边幅不修,"['bian', 'fu', 'bu', 'xiu']",24,14
为小妨大,"['wei', 'xiao', 'fang', 'da']",51,37
过自菲薄,"['guo', 'zi', 'fei', 'bo']",7,9
计较锱铢,"['ji', 'jiao', 'zi', 'zhu']",98,19
为之奈何,"['wei', 'zhi', 'nai', 'he']",51,13
造车合辙,"['zao', 'che', 'he', 'zhe']",17,6
漠不关情,"['mo', 'bu', 'guan', 'qing']",32,42
洪涛骇浪,"['hong', 'tao', 'hai', 'lang']",2,7
过市招摇,"['guo', 'shi', 'zhao', 'yao']",7,13
襟捉肘露,"['jin', 'zhuo', 'zhou', 'lu']",44,21
达旦通宵,"['da', 'dan', 'tong', 'xiao']",15,23
头蓬面垢,"['tou', 'peng', 'mian', 'gou']",17,8
婆心苦口,"['po', 'xin', 'ku', 'kou']",14,17
凌云意气,"['ling', 'yun', 'yi', 'qi']",17,67
过望之喜,"['guo', 'wang', 'zhi', 'xi']",7,36
淋漓透彻,"['lin', 'li', 'tou', 'che']",3,6
沐猴冠,"['mu', 'hou', 'guan']",21,11
满面生春,"['man', 'mian', 'sheng', 'chun']",5,11
讹以传讹,"['e', 'yi', 'chuan', 'e']",7,12
潜心积虑,"['qian', 'xin', 'ji', 'lv']",17,4
淋漓痛快,"['lin', 'li', 'tong', 'kuai']",3,8
计深虑远,"['ji', 'shen', 'lv', 'yuan']",98,19
谋深虑远,"['mou', 'shen', 'lv', 'yuan']",10,19
神光陆离,"['shen', 'guang', 'lu', 'li']",24,55
袖手无策,"['xiu', 'shou', 'wu', 'ce']",21,0
遗珠沧海,"['yi', 'zhu', 'cang', 'hai']",126,22
遗臭万世,"['yi', 'chou', 'wan', 'shi']",126,99
凌风知劲节,"['ling', 'feng', 'zhi', 'jin', 'jie']",17,44
神镜高悬,"['shen', 'jing', 'gao', 'xuan']",24,11
神没鬼出,"['shen', 'mei', 'gui', 'chu']",24,44
头焦额烂,"['tou', 'jiao', 'e', 'lan']",17,7
混融贯通,"['hun', 'rong', 'guan', 'tong']",5,35
漫不加意,"['man', 'bu', 'jia', 'yi']",5,263
渴而穿井,"['ke', 'er', 'chuan', 'jing']",24,48
祸由自取,"['huo', 'you', 'zi', 'qu']",32,14
冯河暴虎,"['feng', 'he', 'bao', 'hu']",45,37
泻水悬河,"['xie', 'shui', 'xuan', 'he']",7,13
识之无,"['shi', 'zhi', 'wu']",144,101
鸿泥雪爪,"['hong', 'ni', 'xue', 'zhao']",2,9
泥雪鸿迹,"['ni', 'xue', 'hong', 'ji']",4,62
泥牛下水,"['ni', 'niu', 'xia', 'shui']",4,28
洗心回面,"['xi', 'xin', 'hui', 'mian']",32,14
泾渭了然,"['jing', 'wei', 'liao', 'ran']",44,3
泾渭不杂,"['jing', 'wei', 'bu', 'za']",44,0
清源正本,"['qing', 'yuan', 'zheng', 'ben']",15,1
深居罕出,"['shen', 'ju', 'han', 'chu']",24,44
清谈高论,"['qing', 'tan', 'gao', 'lun']",15,2
清野坚壁,"['qing', 'ye', 'jian', 'bi']",15,28
将陋就简,"['jiang', 'lou', 'jiu', 'jian']",6,29
门户匹敌,"['men', 'hu', 'pi', 'di']",6,15
深藏简出,"['shen', 'cang', 'jian', 'chu']",24,44
深谋远计,"['shen', 'mou', 'yuan', 'ji']",24,62
深计大虑,"['shen', 'ji', 'da', 'lv']",24,4
深计远虑,"['shen', 'ji', 'yuan', 'lv']",24,4
迫如星火,"['po', 'ru', 'xing', 'huo']",14,17
闭口无言,"['bi', 'kou', 'wu', 'yan']",34,55
洞如指掌,"['dong', 'ru', 'zhi', 'zhang']",11,5
冠前绝后,"['guan', 'qian', 'jue', 'hou']",25,9
浑无所有,"['hun', 'wu', 'suo', 'you']",5,43
通宵彻昼,"['tong', 'xiao', 'che', 'zhou']",29,1
浑仑吞枣,"['hun', 'lun', 'tun', 'zao']",5,4
闻风披靡,"['wen', 'feng', 'pi', 'mi']",30,8
将无作有,"['jiang', 'wu', 'zuo', 'you']",6,43
闭造出合,"['bi', 'zao', 'chu', 'he']",34,13
词严理正,"['ci', 'yan', 'li', 'zheng']",14,12
问罪兴师,"['wen', 'zui', 'xing', 'shi']",30,99
词简意备,"['ci', 'jian', 'yi', 'bei']",14,29
门前如市,"['men', 'qian', 'ru', 'shi']",6,99
调高和寡,"['diao', 'gao', 'he', 'gua']",11,15
朗然若揭,"['lang', 'ran', 'ruo', 'jie']",11,44
闭户斲轮,"['bi', 'hu', 'zhuo', 'lun']",34,2
设心积虑,"['she', 'xin', 'ji', 'lv']",23,4
迎刃而判,"['ying', 'ren', 'er', 'pan']",34,8
冷言酸语,"['leng', 'yan', 'suan', 'yu']",0,65
迎刃冰解,"['ying', 'ren', 'bing', 'jie']",34,44
游刃皆虚,"['you', 'ren', 'jie', 'xu']",26,11
游刃余地,"['you', 'ren', 'yu', 'di']",26,15
游刃恢恢,"['you', 'ren', 'hui', 'hui']",26,22
游思妄想,"['you', 'si', 'wang', 'xiang']",26,24
滥厕其间,"['lan', 'ce', 'qi', 'jian']",9,29
游光掠影,"['you', 'guang', 'lve', 'ying']",26,28
海覆天翻,"['hai', 'fu', 'tian', 'fan']",26,30
海阔天高,"['hai', 'kuo', 'tian', 'gao']",26,26
海约山盟,"['hai', 'yue', 'shan', 'meng']",26,8
海内寻针,"['hai', 'nei', 'xun', 'zhen']",26,8
通宵彻夜,"['tong', 'xiao', 'che', 'ye']",29,13
逆施倒行,"['ni', 'shi', 'dao', 'xing']",4,27
逆境顺受,"['ni', 'jing', 'shun', 'shou']",4,33
道不由衷,"['dao', 'bu', 'you', 'zhong']",41,33
道貌凛然,"['dao', 'mao', 'lin', 'ran']",41,3
游釜之鱼,"['you', 'fu', 'zhi', 'yu']",26,65
鸿爪雪泥,"['hong', 'zhao', 'xue', 'ni']",2,10
闻鸡舞,"['wen', 'ji', 'wu']",30,101
力争上流,"['li', 'zheng', 'shang', 'liu']",82,21
力省功倍,"['li', 'sheng', 'gong', 'bei']",82,29
力半功倍,"['li', 'ban', 'gong', 'bei']",82,29
十寒一暴,"['shi', 'han', 'yi', 'bao']",144,28
力不逮心,"['li', 'bu', 'dai', 'xin']",82,81
道听途传,"['dao', 'ting', 'tu', 'chuan']",41,7
壶浆箪食,"['hu', 'jiang', 'dan', 'shi']",18,99
境与心违,"['jing', 'yu', 'xin', 'wei']",44,44
九层云外,"['jiu', 'ceng', 'yun', 'wai']",10,5
力与愿违,"['li', 'yu', 'yuan', 'wei']",82,44
力不及心,"['li', 'bu', 'ji', 'xin']",82,81
九仞一篑,"['jiu', 'ren', 'yi', 'kui']",10,3
九死余生,"['jiu', 'si', 'yu', 'sheng']",10,29
才尽江淹,"['cai', 'jin', 'jiang', 'yan']",11,55
声泪俱咽,"['sheng', 'lei', 'ju', 'yan']",50,55
声遏行云,"['sheng', 'e', 'xing', 'yun']",50,3
义尽仁至,"['yi', 'jin', 'ren', 'zhi']",126,66
谈过其实,"['tan', 'guo', 'qi', 'shi']",23,99
十成九稳,"['shi', 'cheng', 'jiu', 'wen']",144,22
九霄云路,"['jiu', 'xiao', 'yun', 'lu']",10,21
九鼎一言,"['jiu', 'ding', 'yi', 'yan']",10,55
义切辞严,"['yi', 'qie', 'ci', 'yan']",126,55
直言厉色,"['zhi', 'yan', 'li', 'se']",60,3
有色有声,"['you', 'se', 'you', 'sheng']",26,29
义不得辞,"['yi', 'bu', 'de', 'ci']",126,8
义无所辞,"['yi', 'wu', 'suo', 'ci']",126,8
十行一目,"['shi', 'xing', 'yi', 'mu']",144,36
内荏外刚,"['nei', 'ren', 'wai', 'gang']",4,6
有触即发,"['you', 'chu', 'ji', 'fa']",26,6
才倾八斗,"['cai', 'qing', 'ba', 'dou']",11,2
才富八斗,"['cai', 'fu', 'ba', 'dou']",11,2
有恃不恐,"['you', 'shi', 'bu', 'kong']",26,14
有目咸睹,"['you', 'mu', 'xian', 'du']",26,11
南山之寿,"['nan', 'shan', 'zhi', 'shou']",3,33
南山捷径,"['nan', 'shan', 'jie', 'jing']",3,48
直口无言,"['zhi', 'kou', 'wu', 'yan']",60,55
声西击东,"['sheng', 'xi', 'ji', 'dong']",50,31
寸草无遗,"['cun', 'cao', 'wu', 'yi']",2,263
志与愿违,"['zhi', 'yu', 'yuan', 'wei']",60,44
声色不动,"['sheng', 'se', 'bu', 'dong']",50,31
志陵云霓,"['zhi', 'ling', 'yun', 'ni']",60,10
声泪俱发,"['sheng', 'lei', 'ju', 'fa']",50,6
李戴张帽,"['li', 'dai', 'zhang', 'mao']",82,10
李代桃,"['li', 'dai', 'tao']",82,8
牵凑附会,"['qian', 'cou', 'fu', 'hui']",17,22
十家九空,"['shi', 'jia', 'jiu', 'kong']",144,14
古香古色,"['gu', 'xiang', 'gu', 'se']",40,3
十色五光,"['shi', 'se', 'wu', 'guang']",144,10
喜动颜开,"['xi', 'dong', 'yan', 'kai']",32,13
右盼左顾,"['you', 'pan', 'zuo', 'gu']",26,44
喜容可掬,"['xi', 'rong', 'ke', 'ju']",32,25
较量锱铢,"['jiao', 'liang', 'zi', 'zhu']",32,19
志合意同,"['zhi', 'he', 'yi', 'tong']",60,35
奋不虑身,"['fen', 'bu', 'lv', 'shen']",17,46
奋不顾命,"['fen', 'bu', 'gu', 'ming']",17,40
奋身不顾,"['fen', 'shen', 'bu', 'gu']",17,44
帷幄运筹,"['wei', 'wo', 'yun', 'chou']",51,12
喜出意外,"['xi', 'chu', 'yi', 'wai']",32,5
喜出非望,"['xi', 'chu', 'fei', 'wang']",32,54
吉人天佑,"['ji', 'ren', 'tian', 'you']",98,43
志人人殊,"['zhi', 'ren', 'ren', 'shu']",60,30
七行俱下,"['qi', 'hang', 'ju', 'xia']",63,7
大言耸听,"['da', 'yan', 'song', 'ting']",15,9
大败涂地,"['da', 'bai', 'tu', 'di']",15,15
大才晚成,"['da', 'cai', 'wan', 'cheng']",15,17
走马观花,"['zou', 'ma', 'guan', 'hua']",2,24
木直自寇,"['mu', 'zhi', 'zi', 'kou']",21,17
木槁灰寒,"['mu', 'gao', 'hui', 'han']",21,30
奈如之何,"['nai', 'ru', 'zhi', 'he']",2,13
大道康庄,"['da', 'dao', 'kang', 'zhuang']",15,14
大海一粟,"['da', 'hai', 'yi', 'su']",15,9
东海桑田,"['dong', 'hai', 'sang', 'tian']",11,32
东风马耳,"['dong', 'feng', 'ma', 'er']",11,15
奄奄余息,"['yan', 'yan', 'yu', 'xi']",41,36
枉费心神,"['wang', 'fei', 'xin', 'shen']",12,46
丧气垂头,"['sang', 'qi', 'chui', 'tou']",2,20
杯蛇弓影,"['bei', 'she', 'gong', 'ying']",26,28
刈草除根,"['yi', 'cao', 'chu', 'gen']",126,3
垢面蓬头,"['gou', 'mian', 'peng', 'tou']",7,20
桃僵李代,"['tao', 'jiang', 'li', 'dai']",9,12
去事之戒，来事之师,"['qu', 'shi', 'zhi', 'jie', '，', 'lai', 'shi', 'zhi', 'shi']",20,99
去草绝根,"['qu', 'cao', 'jue', 'gen']",20,3
长驱深入,"['chang', 'qu', 'shen', 'ru']",21,47
丧马之翁,"['sang', 'ma', 'zhi', 'weng']",2,0
龙马行天,"['long', 'ma', 'xing', 'tian']",10,32
娇生贵养,"['jiao', 'sheng', 'gui', 'yang']",32,20
东施捧心,"['dong', 'shi', 'peng', 'xin']",11,81
龙蟠凤舞,"['long', 'pan', 'feng', 'wu']",10,101
奄奄残息,"['yan', 'yan', 'can', 'xi']",41,36
长驱直突,"['zhang', 'qu', 'zhi', 'tu']",40,11
龙翔凤舞,"['long', 'xiang', 'feng', 'wu']",10,101
槁木寒灰,"['gao', 'mu', 'han', 'hui']",4,22
狼心狗意,"['lang', 'xin', 'gou', 'yi']",11,263
城下盟,"['cheng', 'xia', 'meng']",35,8
截铁斩钉,"['jie', 'tie', 'zhan', 'ding']",52,1
地穷山尽,"['di', 'qiong', 'shan', 'jin']",63,39
鼓旗相当,"['gu', 'qi', 'xiang', 'dang']",40,12
花嘴花舌,"['hua', 'zui', 'hua', 'she']",42,14
萍水相交,"['ping', 'shui', 'xiang', 'jiao']",8,24
萍水相值,"['ping', 'shui', 'xiang', 'zhi']",8,66
鼓舞欢欣,"['gu', 'wu', 'huan', 'xin']",40,81
考终正寝,"['kao', 'zhong', 'zheng', 'qin']",0,5
越庖代俎,"['yue', 'pao', 'dai', 'zu']",16,6
猎心复萌,"['lie', 'xin', 'fu', 'meng']",7,8
落笔成章,"['luo', 'bi', 'cheng', 'zhang']",16,5
节缩衣食,"['jie', 'suo', 'yi', 'shi']",52,99
蒸蒸日盛,"['zheng', 'zheng', 'ri', 'sheng']",20,29
地灭天诛,"['di', 'mie', 'tian', 'zhu']",63,19
赴难如归,"['fu', 'nan', 'ru', 'gui']",47,8
花移木接,"['hua', 'yi', 'mu', 'jie']",42,44
草率了事,"['cao', 'shuai', 'liao', 'shi']",11,99
花添锦上,"['hua', 'tian', 'jin', 'shang']",42,10
袭人牙后,"['xi', 'ren', 'ya', 'hou']",32,9
节外生事,"['jie', 'wai', 'sheng', 'shi']",52,99
攀炎附热,"['pan', 'yan', 'fu', 're']",7,2
劳燕西东,"['lao', 'yan', 'xi', 'dong']",17,31
节流开源,"['jie', 'liu', 'kai', 'yuan']",52,19
蓄精养锐,"['xu', 'jing', 'yang', 'rui']",12,2
苦心积虑,"['ku', 'xin', 'ji', 'lv']",10,4
苦节高标,"['ku', 'jie', 'gao', 'biao']",10,4
茅塞顿启,"['mao', 'sai', 'dun', 'qi']",9,67
载量车斗,"['zai', 'liang', 'che', 'dou']",4,2
孽由自取,"['nie', 'you', 'zi', 'qu']",0,14
蒂固根深,"['di', 'gu', 'gen', 'shen']",63,46
暮鼓朝钟,"['mu', 'gu', 'chao', 'zhong']",21,33
黄梁一枕,"['huang', 'liang', 'yi', 'zhen']",10,8
黄花明日,"['huang', 'hua', 'ming', 'ri']",10,9
莫逆友,"['mo', 'ni', 'you']",32,43
栉沐风雨,"['zhi', 'mu', 'feng', 'yu']",60,65
莫适所从,"['mo', 'shi', 'suo', 'cong']",32,10
莫能为力,"['mo', 'neng', 'wei', 'li']",32,55
老羞变怒,"['lao', 'xiu', 'bian', 'nu']",17,3
老而弥壮,"['lao', 'er', 'mi', 'zhuang']",17,14
枯肠搜索,"['ku', 'chang', 'sou', 'suo']",10,6
莫知适从,"['mo', 'zhi', 'shi', 'cong']",32,10
莫可救药,"['mo', 'ke', 'jiu', 'yao']",32,13
葫芦依样,"['hu', 'lu', 'yi', 'yang']",18,20
巷语街谈,"['xiang', 'yu', 'jie', 'tan']",24,15
横逆顺受,"['heng', 'ni', 'shun', 'shou']",0,33
楚楚可人,"['chu', 'chu', 'ke', 'ren']",23,28
枕戈俟旦,"['zhen', 'ge', 'qi', 'dan']",25,23
独出手眼,"['du', 'chu', 'shou', 'yan']",15,55
转意回心,"['zhuan', 'yi', 'hui', 'xin']",5,81
甘如饴,"['gan', 'ru', 'yi']",13,263
桂薪珠米,"['gui', 'xin', 'zhu', 'mi']",38,8
菽麦不分,"['shu', 'mai', 'bu', 'fen']",31,24
埋名隐姓,"['mai', 'ming', 'yin', 'xing']",9,27
老蚌出珠,"['lao', 'bang', 'chu', 'zhu']",17,19
如雷在耳,"['ru', 'lei', 'zai', 'er']",17,15
如鱼在釜,"['ru', 'yu', 'zai', 'fu']",17,53
如循一轨,"['ru', 'xun', 'yi', 'gui']",17,8
如释负担,"['ru', 'shi', 'fu', 'dan']",17,23
如释负,"['ru', 'shi', 'fu']",17,53
棋布星列,"['qi', 'bu', 'xing', 'lie']",63,3
棋布星陈,"['qi', 'bu', 'xing', 'chen']",63,10
甘伏下风,"['gan', 'fu', 'xia', 'feng']",13,52
苍狗白衣,"['cang', 'gou', 'bai', 'yi']",4,263
如山如海,"['ru', 'shan', 'ru', 'hai']",17,22
如鱼在水,"['ru', 'yu', 'zai', 'shui']",17,28
老儒常语,"['lao', 'ru', 'chang', 'yu']",17,65
如坐针毡,"['ru', 'zuo', 'zhen', 'zhan']",17,10
娱目赏心,"['yu', 'mu', 'shang', 'xin']",80,81
独开生面,"['du', 'kai', 'sheng', 'mian']",15,14
相怜同病,"['xiang', 'lian', 'tong', 'bing']",24,23
相关休戚,"['xiang', 'guan', 'xiu', 'qi']",24,67
幄中运筹,"['wo', 'zhong', 'yun', 'chou']",7,12
世俗炎凉,"['shi', 'su', 'yan', 'liang']",144,16
狗尾联貂,"['gou', 'wei', 'lian', 'diao']",7,12
加体黄袍,"['jia', 'ti', 'huang', 'pao']",11,2
起死回骸,"['qi', 'si', 'hui', 'hai']",63,22
邯郸步,"['han', 'dan', 'bu']",7,126
根盘节错,"['gen', 'pan', 'jie', 'cuo']",10,2
权宜之术,"['quan', 'yi', 'zhi', 'shu']",17,30
极重难返,"['ji', 'zhong', 'nan', 'fan']",98,30
棒喝当头,"['bang', 'he', 'dang', 'tou']",4,20
格格不纳,"['ge', 'ge', 'bu', 'na']",13,6
轻描淡染,"['qing', 'miao', 'dan', 'ran']",15,3
邯郸一枕,"['han', 'dan', 'yi', 'zhen']",7,8
超伦轶群,"['chao', 'lun', 'yi', 'qun']",1,4
好利忘义,"['hao', 'li', 'wang', 'yi']",10,263
故步不离,"['gu', 'bu', 'bu', 'li']",40,55
故我依然,"['gu', 'wo', 'yi', 'ran']",40,3
切骨铭心,"['qie', 'gu', 'ming', 'xin']",4,81
故态复还,"['gu', 'tai', 'fu', 'huan']",40,19
胡为乱做,"['hu', 'wei', 'luan', 'zuo']",18,30
起东山,"['qi', 'dong', 'shan']",63,12
老马知道,"['lao', 'ma', 'zhi', 'dao']",17,23
趋其所好,"['qu', 'qi', 'suo', 'hao']",20,17
松枯石烂,"['song', 'ku', 'shi', 'lan']",3,7
趋炎附灶,"['qu', 'yan', 'fu', 'zao']",20,4
好事多阻,"['hao', 'shi', 'duo', 'zu']",10,6
好道安贫,"['hao', 'dao', 'an', 'pin']",10,1
事不两立,"['shi', 'bu', 'liang', 'li']",144,55
事事无成,"['shi', 'shi', 'wu', 'cheng']",144,17
推己况人,"['tui', 'ji', 'kuang', 'ren']",4,28
事过情迁,"['shi', 'guo', 'qing', 'qian']",144,64
事与志违,"['shi', 'yu', 'zhi', 'wei']",144,44
撞骗招摇,"['zhuang', 'pian', 'zhao', 'yao']",11,13
拉枯折朽,"['la', 'ku', 'she', 'xiu']",0,14
韦编屡绝,"['wei', 'bian', 'lv', 'jue']",51,11
摘句搜章,"['zhai', 'ju', 'sou', 'zhang']",1,5
故态复作,"['gu', 'tai', 'fu', 'zuo']",40,30
接踵摩肩,"['jie', 'zhong', 'mo', 'jian']",52,29
接木移花,"['jie', 'mu', 'yi', 'hua']",52,24
接天烽火,"['jie', 'tian', 'feng', 'huo']",52,17
轮奂之美,"['lun', 'huan', 'zhi', 'mei']",13,19
青黄未接,"['qing', 'huang', 'wei', 'jie']",15,44
青云平步,"['qing', 'yun', 'ping', 'bu']",15,126
青云平地,"['qing', 'yun', 'ping', 'di']",15,15
肃然生敬,"['su', 'ran', 'sheng', 'jing']",12,48
肃襟危坐,"['su', 'jin', 'wei', 'zuo']",12,30
专思致虑,"['zhuan', 'si', 'zhi', 'lv']",5,4
专当一面,"['zhuan', 'dang', 'yi', 'mian']",5,14
专愎自用,"['zhuan', 'bi', 'zi', 'yong']",5,7
患得失,"['huan', 'de', 'shi']",14,99
青黄不交,"['qing', 'huang', 'bu', 'jiao']",15,24
趁水推舟,"['chen', 'shui', 'tui', 'zhou']",8,1
妙算神谋,"['miao', 'suan', 'shen', 'mou']",2,1
肃然增敬,"['su', 'ran', 'zeng', 'jing']",12,48
春晖寸草,"['chun', 'hui', 'cun', 'cao']",7,6
春梦一场,"['chun', 'meng', 'yi', 'chang']",7,11
囊橐如洗,"['nang', 'tuo', 'ru', 'xi']",3,36
囊羞涩,"['nang', 'xiu', 'se']",3,3
丰衣美食,"['feng', 'yi', 'mei', 'shi']",45,99
排难解急,"['pai', 'nan', 'jie', 'ji']",0,62
泰去否来,"['tai', 'qu', 'fou', 'lai']",11,3
来龙结脉,"['lai', 'long', 'jie', 'mai']",20,2
束置高阁,"['shu', 'zhi', 'gao', 'ge']",31,20
末节繁文,"['mo', 'jie', 'fan', 'wen']",32,22
束手无谋,"['shu', 'shou', 'wu', 'mou']",31,1
束高阁,"['shu', 'gao', 'ge']",31,20
朝楚暮秦,"['chao', 'chu', 'mu', 'qin']",1,5
援经据典,"['yuan', 'jing', 'ju', 'dian']",33,8
指日而致,"['zhi', 'ri', 'er', 'zhi']",60,66
指日可期,"['zhi', 'ri', 'ke', 'qi']",60,67
书生常谈,"['shu', 'sheng', 'chang', 'tan']",31,15
未能枚举,"['wei', 'neng', 'mei', 'ju']",51,25
未辨菽麦,"['wei', 'bian', 'shu', 'mai']",51,2
按军不动,"['an', 'jun', 'bu', 'dong']",13,31
按甲不动,"['an', 'jia', 'bu', 'dong']",13,31
拔刃张弩,"['ba', 'ren', 'zhang', 'nu']",4,3
拔群出萃,"['ba', 'qun', 'chu', 'cui']",4,3
贵手高抬,"['gui', 'shou', 'gao', 'tai']",38,6
护疾忌医,"['hu', 'ji', 'ji', 'yi']",18,263
蟠龙踞虎,"['pan', 'long', 'ju', 'hu']",7,37
未知适从,"['wei', 'zhi', 'shi', 'cong']",51,10
盛气加人,"['sheng', 'qi', 'jia', 'ren']",50,28
责备求全,"['ze', 'bei', 'qiu', 'quan']",5,4
挺鹿走险,"['ting', 'lu', 'zou', 'xian']",12,13
拊心泣血,"['fu', 'xin', 'qi', 'xue']",47,14
掩过扬善,"['yan', 'guo', 'yang', 'shan']",41,12
掩耳盗钟,"['yan', 'er', 'dao', 'zhong']",41,33
掩月羞花,"['yan', 'yue', 'xiu', 'hua']",41,24
掩前绝后,"['yan', 'qian', 'jue', 'hou']",41,9
持重老成,"['chi', 'zhong', 'lao', 'cheng']",37,17
持管窥天,"['chi', 'guan', 'kui', 'tian']",37,32
指日可俟,"['zhi', 'ri', 'ke', 'qi']",60,67
披毛求瑕,"['pi', 'mao', 'qiu', 'xia']",6,7
披荆棘,"['pi', 'jing', 'ji']",6,62
措心积虑,"['cuo', 'xin', 'ji', 'lv']",15,4
披肝沥血,"['pi', 'gan', 'li', 'xue']",6,14
拱手无措,"['gong', 'shou', 'wu', 'cuo']",17,2
攒花簇锦,"['zan', 'hua', 'cu', 'jin']",0,39
井中蛙,"['jing', 'zhong', 'wa']",44,8
井井有方,"['jing', 'jing', 'you', 'fang']",44,22
执迷不改,"['zhi', 'mi', 'bu', 'gai']",60,13
执迷不化,"['zhi', 'mi', 'bu', 'hua']",60,24
井井不乱,"['jing', 'jing', 'bu', 'luan']",44,5
执迷不省,"['zhi', 'mi', 'bu', 'sheng']",60,29
费半功倍,"['fei', 'ban', 'gong', 'bei']",25,29
势极必反,"['shi', 'ji', 'bi', 'fan']",144,30
抱独守残,"['bao', 'du', 'shou', 'can']",6,4
势不可遏,"['shi', 'bu', 'ke', 'e']",144,12
摇摇欲堕,"['yao', 'yao', 'yu', 'duo']",18,9
扬旗呐喊,"['yang', 'qi', 'na', 'han']",28,30
扬眉伸气,"['yang', 'mei', 'shen', 'qi']",28,67
捷径终南,"['jie', 'jing', 'zhong', 'nan']",52,11
势如劈竹,"['shi', 'ru', 'pi', 'zhu']",144,19
抱才不遇,"['bao', 'cai', 'bu', 'yu']",6,65
热可炙手,"['re', 'ke', 'zhi', 'shou']",7,33
投其所喜,"['tou', 'qi', 'suo', 'xi']",17,36
势不可抑,"['shi', 'bu', 'ke', 'yi']",144,263
握纲提领,"['wo', 'gang', 'ti', 'ling']",7,16
报李投桃,"['bao', 'li', 'tou', 'tao']",6,8
慧中秀外,"['hui', 'zhong', 'xiu', 'wai']",27,5
搜索空腹,"['sou', 'suo', 'kong', 'fu']",0,53
搜枯肠,"['sou', 'ku', 'chang']",0,11
势可炙手,"['shi', 'ke', 'zhi', 'shou']",144,33
搜肠刮肚,"['sou', 'chang', 'gua', 'du']",0,11
搜剔枯肠,"['sou', 'ti', 'ku', 'chang']",0,11
择轻避重,"['ze', 'qing', 'bi', 'zhong']",5,33
热肠古道,"['re', 'chang', 'gu', 'dao']",7,23
摸象众盲,"['mo', 'xiang', 'zhong', 'mang']",32,5
据经引传,"['ju', 'jing', 'yin', 'chuan']",38,7
探汤赴火,"['tan', 'tang', 'fu', 'huo']",23,17
换柳移花,"['huan', 'liu', 'yi', 'hua']",14,24
静气平心,"['jing', 'qi', 'ping', 'xin']",44,81
挈领提纲,"['qie', 'ling', 'ti', 'gang']",4,6
契船求剑,"['qi', 'chuan', 'qiu', 'jian']",63,29
拾人牙后,"['shi', 'ren', 'ya', 'hou']",144,9
螳螂黄雀,"['tang', 'lang', 'huang', 'que']",3,0
投珠报玉,"['tou', 'zhu', 'bao', 'yu']",17,65
口乳未干,"['kou', 'ru', 'wei', 'gan']",15,15
口伐舌击,"['kou', 'fa', 'she', 'ji']",15,62
投砾引珠,"['tou', 'li', 'yin', 'zhu']",17,19
口呆目瞪,"['kou', 'dai', 'mu', 'deng']",15,4
捷足先占,"['jie', 'zu', 'xian', 'zhan']",52,10
置腹推心,"['zhi', 'fu', 'tui', 'xin']",60,81
置若勿闻,"['zhi', 'ruo', 'wu', 'wen']",60,22
投刃皆虚,"['tou', 'ren', 'jie', 'xu']",17,11
国艳天香,"['guo', 'yan', 'tian', 'xiang']",7,24
置之身外,"['zhi', 'zhi', 'shen', 'wai']",60,5
墨守旧法,"['mo', 'shou', 'jiu', 'fa']",32,6
目睁口开,"['mu', 'zheng', 'kou', 'kai']",21,13
罪逆不道,"['zui', 'ni', 'bu', 'dao']",11,23
星移斗换,"['xing', 'yi', 'dou', 'huan']",26,19
踣不复振,"['bo', 'bu', 'fu', 'zhen']",8,8
目瞪口噤,"['mu', 'deng', 'kou', 'jin']",21,39
星火急,"['xing', 'huo', 'ji']",26,62
晨钟暮磬,"['chen', 'zhong', 'mu', 'qing']",8,42
日三秋,"['ri', 'san', 'qiu']",15,13
罪不容宥,"['zui', 'bu', 'rong', 'you']",11,43
目不定睫,"['mu', 'bu', 'ding', 'jie']",21,44
日薄西隅,"['ri', 'bao', 'xi', 'yu']",15,65
罪不容恕,"['zui', 'bu', 'rong', 'shu']",11,30
罪岂容诛,"['zui', 'qi', 'rong', 'zhu']",11,19
罪恶贯盈,"['zui', 'e', 'guan', 'ying']",11,28
罗雀门庭,"['luo', 'que', 'men', 'ting']",16,9
回心易虑,"['hui', 'xin', 'yi', 'lv']",27,4
回春妙手,"['hui', 'chun', 'miao', 'shou']",27,33
回骸起死,"['hui', 'hai', 'qi', 'si']",27,32
